iid,gender,pid,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,race,imprace,imprelig,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec
130,1,114,20,1,20,20,20,20,10,10,17.948717948718,20.5128205128205,17.948717948718,12.8205128205128,15.3846153846154,15.3846153846154,7,6,1,20,5,4,4,1,,1,6,2,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,80,10,10,,,,60,20,10,10,,,5,6,6,6,6,,,,,,0
130,1,115,21,2,20,10,30,20,15,5,12.7659574468085,19.1489361702128,19.1489361702128,19.1489361702128,19.1489361702128,10.6382978723404,6,8,1,20,5,4,4,1,,1,6,2,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,80,10,10,,,,60,20,10,10,,,5,6,6,6,6,,,,,,0
130,1,116,21,2,15,15,25,25,20,0,23.8095238095238,16.6666666666667,16.6666666666667,16.6666666666667,14.2857142857143,11.9047619047619,8,7,1,20,5,4,4,1,,1,6,2,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,80,10,10,,,,60,20,10,10,,,5,6,6,6,6,,,,,,0
130,1,117,21,2,20,10,20,20,20,10,12.5,25,20,12.5,20,10,6,1,1,20,5,4,4,1,,1,6,2,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,80,10,10,,,,60,20,10,10,,,5,6,6,6,6,,,,,,0
130,1,119,19,3,50,15,10,10,10,5,15.3846153846154,23.0769230769231,20.5128205128205,23.0769230769231,17.948717948718,,8,7,1,20,5,4,4,1,,1,6,2,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,80,10,10,,,,60,20,10,10,,,5,6,6,6,6,,,,,,1
130,1,120,20,3,10,10,35,35,8,2,19.1489361702128,19.1489361702128,19.1489361702128,17.0212765957447,21.2765957446808,4.25531914893617,9,5,1,20,5,4,4,1,,1,6,2,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,80,10,10,,,,60,20,10,10,,,5,6,6,6,6,,,,,,1
130,1,121,21,2,35,15,5,30,15,0,20.6896551724138,34.4827586206897,17.2413793103448,6.89655172413793,6.89655172413793,13.7931034482759,7,1,1,20,5,4,4,1,,1,6,2,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,80,10,10,,,,60,20,10,10,,,5,6,6,6,6,,,,,,0
131,1,112,20,6,15,15,20,25,10,15,8.69565217391304,30.4347826086956,26.0869565217391,8.69565217391304,21.7391304347826,4.34782608695652,2,5,1,19,5,4,4,1,17378,1,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,,,,,,0
131,1,113,21,2,15,15,25,25,15,5,12.5,28.125,25,9.375,18.75,6.25,3,5,1,19,5,4,4,1,17378,1,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,,,,,,0
131,1,114,20,1,20,20,20,20,10,10,19.2307692307692,23.0769230769231,15.3846153846154,19.2307692307692,11.5384615384615,11.5384615384615,5,6,1,19,5,4,4,1,17378,1,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,,,,,,0
131,1,115,21,2,20,10,30,20,15,5,,,,,,,,,,19,5,4,4,1,17378,1,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,,,,,,0
131,1,116,21,2,15,15,25,25,20,0,13.7931034482759,27.5862068965517,24.1379310344828,10.3448275862069,24.1379310344828,0,5,6,1,19,5,4,4,1,17378,1,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,,,,,,0
131,1,117,21,2,20,10,20,20,20,10,,,,,,,,,1,19,5,4,4,1,17378,1,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,,,,,,0
131,1,119,19,3,50,15,10,10,10,5,11.1111111111111,38.8888888888889,33.3333333333333,11.1111111111111,,5.55555555555555,3,7,1,19,5,4,4,1,17378,1,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,,,,,,0
131,1,120,20,3,10,10,35,35,8,2,20,22.8571428571429,17.1428571428571,14.2857142857143,20,5.71428571428571,5,5,1,19,5,4,4,1,17378,1,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,,,,,,0
131,1,121,21,2,35,15,5,30,15,0,15.2173913043478,21.7391304347826,21.7391304347826,17.3913043478261,21.7391304347826,2.17391304347826,9,1,1,19,5,4,4,1,17378,1,7,3,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,25,10,20,20,10,15,30,10,20,20,10,10,4,6,4,6,6,,,,,,0
132,0,137,26,4,17.39,17.39,15.22,17.39,13.04,19.57,16.3265306122449,16.3265306122449,18.3673469387755,16.3265306122449,18.3673469387755,14.2857142857143,7,6,0,27,8,2,10,1,40375,1,7,2,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,22.7277272272773,15.9084091590841,13.6386361363864,15.9084091590841,13.6386361363864,18.1781821817818,8,10,10,9,10,,,,,,0
132,0,138,32,2,20,20,20,20,6.67,13.33,22.8571428571429,20,11.4285714285714,17.1428571428571,17.1428571428571,11.4285714285714,8,6,1,27,8,2,10,1,40375,1,7,2,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,22.7277272272773,15.9084091590841,13.6386361363864,15.9084091590841,13.6386361363864,18.1781821817818,8,10,10,9,10,,,,,,0
132,0,139,37,4,18.75,16.67,18.75,20.83,12.5,12.5,25.8064516129032,,25.8064516129032,25.8064516129032,22.5806451612903,,8,6,1,27,8,2,10,1,40375,1,7,2,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,22.7277272272773,15.9084091590841,13.6386361363864,15.9084091590841,13.6386361363864,18.1781821817818,8,10,10,9,10,,,,,,0
132,0,140,29,2,18.6,16.28,18.6,18.6,11.63,16.28,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,7,7,0,27,8,2,10,1,40375,1,7,2,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,22.7277272272773,15.9084091590841,13.6386361363864,15.9084091590841,13.6386361363864,18.1781821817818,8,10,10,9,10,,,,,,1
132,0,141,28,3,20.83,20.83,16.67,16.67,6.25,18.75,18.1818181818182,15.9090909090909,15.9090909090909,15.9090909090909,15.9090909090909,18.1818181818182,7,7,0,27,8,2,10,1,40375,1,7,2,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,22.7277272272773,15.9084091590841,13.6386361363864,15.9084091590841,13.6386361363864,18.1781821817818,8,10,10,9,10,,,,,,0
133,0,137,26,4,17.39,17.39,15.22,17.39,13.04,19.57,13.6363636363636,22.7272727272727,22.7272727272727,13.6363636363636,15.9090909090909,11.3636363636364,7,6,1,24,5,4,8,6,,1,6,5,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,12.77,19.15,17.02,17.02,14.89,19.15,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,,,,,,0
133,0,138,32,2,20,20,20,20,6.67,13.33,8.10810810810811,21.6216216216216,21.6216216216216,24.3243243243243,21.6216216216216,2.7027027027027,1,1,1,24,5,4,8,6,,1,6,5,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,12.77,19.15,17.02,17.02,14.89,19.15,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,,,,,,0
133,0,139,37,4,18.75,16.67,18.75,20.83,12.5,12.5,15.7894736842105,21.0526315789474,26.3157894736842,15.7894736842105,21.0526315789474,,6,7,1,24,5,4,8,6,,1,6,5,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,12.77,19.15,17.02,17.02,14.89,19.15,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,,,,,,0
133,0,140,29,2,18.6,16.28,18.6,18.6,11.63,16.28,11.9047619047619,21.4285714285714,19.047619047619,14.2857142857143,19.047619047619,14.2857142857143,6,6,1,24,5,4,8,6,,1,6,5,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,12.77,19.15,17.02,17.02,14.89,19.15,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,,,,,,0
133,0,141,28,3,20.83,20.83,16.67,16.67,6.25,18.75,13.3333333333333,22.2222222222222,20,20,13.3333333333333,11.1111111111111,8,8,1,24,5,4,8,6,,1,6,5,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,12.77,19.15,17.02,17.02,14.89,19.15,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,,,,,,0
134,0,137,26,4,17.39,17.39,15.22,17.39,13.04,19.57,18,18,18,16,16,14,9,6,1,23,10,2,8,10,48929,1,5,3,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,6.66933306669333,19.99800019998,19.99800019998,17.7782221777822,19.99800019998,15.5584441555844,20.5120512051205,15.3815381538154,12.8212821282128,20.5120512051205,12.8212821282128,17.951795179518,7,8,8,8,8,,,,,,1
134,0,138,32,2,20,20,20,20,6.67,13.33,10.3448275862069,27.5862068965517,27.5862068965517,6.89655172413793,24.1379310344828,3.44827586206897,1,8,1,23,10,2,8,10,48929,1,5,3,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,6.66933306669333,19.99800019998,19.99800019998,17.7782221777822,19.99800019998,15.5584441555844,20.5120512051205,15.3815381538154,12.8212821282128,20.5120512051205,12.8212821282128,17.951795179518,7,8,8,8,8,,,,,,1
134,0,139,37,4,18.75,16.67,18.75,20.83,12.5,12.5,18.421052631579,23.6842105263158,23.6842105263158,18.421052631579,15.7894736842105,,7,6,1,23,10,2,8,10,48929,1,5,3,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,6.66933306669333,19.99800019998,19.99800019998,17.7782221777822,19.99800019998,15.5584441555844,20.5120512051205,15.3815381538154,12.8212821282128,20.5120512051205,12.8212821282128,17.951795179518,7,8,8,8,8,,,,,,0
134,0,140,29,2,18.6,16.28,18.6,18.6,11.63,16.28,18.0555555555556,22.2222222222222,20.8333333333333,19.4444444444444,19.4444444444444,,6.5,7,1,23,10,2,8,10,48929,1,5,3,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,6.66933306669333,19.99800019998,19.99800019998,17.7782221777822,19.99800019998,15.5584441555844,20.5120512051205,15.3815381538154,12.8212821282128,20.5120512051205,12.8212821282128,17.951795179518,7,8,8,8,8,,,,,,1
134,0,141,28,3,20.83,20.83,16.67,16.67,6.25,18.75,17.0731707317073,19.5121951219512,19.5121951219512,17.0731707317073,14.6341463414634,12.1951219512195,7,7,1,23,10,2,8,10,48929,1,5,3,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,6.66933306669333,19.99800019998,19.99800019998,17.7782221777822,19.99800019998,15.5584441555844,20.5120512051205,15.3815381538154,12.8212821282128,20.5120512051205,12.8212821282128,17.951795179518,7,8,8,8,8,,,,,,0
135,0,137,26,4,17.39,17.39,15.22,17.39,13.04,19.57,16.2790697674419,18.6046511627907,18.6046511627907,16.2790697674419,16.2790697674419,13.953488372093,7,6,1,26,3,2,9,6,,1,7,2,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,18.1781821817818,22.7277272272773,18.1781821817818,13.6386361363864,13.6386361363864,13.6386361363864,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,,,,,,0
135,0,138,32,2,20,20,20,20,6.67,13.33,16,24,24,4,28,4,1,8,1,26,3,2,9,6,,1,7,2,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,18.1781821817818,22.7277272272773,18.1781821817818,13.6386361363864,13.6386361363864,13.6386361363864,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,,,,,,1
135,0,139,37,4,18.75,16.67,18.75,20.83,12.5,12.5,35.2941176470588,,,35.2941176470588,29.4117647058824,,6,7,1,26,3,2,9,6,,1,7,2,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,18.1781821817818,22.7277272272773,18.1781821817818,13.6386361363864,13.6386361363864,13.6386361363864,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,,,,,,1
135,0,140,29,2,18.6,16.28,18.6,18.6,11.63,16.28,14.9425287356322,18.3908045977011,18.3908045977011,16.0919540229885,16.0919540229885,16.0919540229885,7,7,1,26,3,2,9,6,,1,7,2,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,18.1781821817818,22.7277272272773,18.1781821817818,13.6386361363864,13.6386361363864,13.6386361363864,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,,,,,,1
135,0,141,28,3,20.83,20.83,16.67,16.67,6.25,18.75,18.1818181818182,20.4545454545455,18.1818181818182,18.1818181818182,13.6363636363636,11.3636363636364,8,8,1,26,3,2,9,6,,1,7,2,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,18.1781821817818,22.7277272272773,18.1781821817818,13.6386361363864,13.6386361363864,13.6386361363864,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,,,,,,1
136,0,137,26,4,17.39,17.39,15.22,17.39,13.04,19.57,13.3333333333333,17.7777777777778,20,15.5555555555556,20,13.3333333333333,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
136,0,138,32,2,20,20,20,20,6.67,13.33,13.7254901960784,15.6862745098039,19.6078431372549,17.6470588235294,17.6470588235294,15.6862745098039,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
136,0,139,37,4,18.75,16.67,18.75,20.83,12.5,12.5,25,25,,25,25,,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
136,0,140,29,2,18.6,16.28,18.6,18.6,11.63,16.28,13.1578947368421,13.1578947368421,15.7894736842105,21.0526315789474,15.7894736842105,21.0526315789474,6.5,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
136,0,141,28,3,20.83,20.83,16.67,16.67,6.25,18.75,8.82352941176471,20.5882352941176,23.5294117647059,11.7647058823529,23.5294117647059,11.7647058823529,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
137,1,132,27,2,16.67,16.67,16.67,16.67,16.67,16.67,14.8936170212766,19.1489361702128,14.8936170212766,19.1489361702128,12.7659574468085,19.1489361702128,8,7,0,26,8,4,1,1,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,17.39,17.39,15.22,17.39,13.04,19.57,14.8914891489149,17.021702170217,17.021702170217,17.021702170217,14.8914891489149,19.1519151915191,7,9,8,9,8,,,,,,1
137,1,133,24,4,12.77,19.15,17.02,17.02,14.89,19.15,16.2790697674419,16.2790697674419,16.2790697674419,18.6046511627907,13.953488372093,18.6046511627907,7,7,1,26,8,4,1,1,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,17.39,17.39,15.22,17.39,13.04,19.57,14.8914891489149,17.021702170217,17.021702170217,17.021702170217,14.8914891489149,19.1519151915191,7,9,8,9,8,,,,,,0
137,1,134,23,2,6.67,20,20,17.78,20,15.56,15.6862745098039,17.6470588235294,13.7254901960784,17.6470588235294,19.6078431372549,15.6862745098039,9,6,1,26,8,4,1,1,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,17.39,17.39,15.22,17.39,13.04,19.57,14.8914891489149,17.021702170217,17.021702170217,17.021702170217,14.8914891489149,19.1519151915191,7,9,8,9,8,,,,,,1
137,1,135,26,2,18.18,22.73,18.18,13.64,13.64,13.64,44.4444444444444,27.7777777777778,,,,27.7777777777778,6,6,1,26,8,4,1,1,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,17.39,17.39,15.22,17.39,13.04,19.57,14.8914891489149,17.021702170217,17.021702170217,17.021702170217,14.8914891489149,19.1519151915191,7,9,8,9,8,,,,,,1
137,1,136,,,,,,,,,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,8,1,1,26,8,4,1,1,78193,1,4,1,8,6,1,8,8,4,4,1,5,7,4,7,1,9,9,10,8,3,17.39,17.39,15.22,17.39,13.04,19.57,14.8914891489149,17.021702170217,17.021702170217,17.021702170217,14.8914891489149,19.1519151915191,7,9,8,9,8,,,,,,1
138,1,132,27,2,16.67,16.67,16.67,16.67,16.67,16.67,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,8,5,1,32,8,2,9,6,63351,1,3,2,7,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,20,20,20,20,6.67,13.33,18.3663267346531,18.3663267346531,16.3267346530694,16.3267346530694,16.3267346530694,14.2871425714857,8,8,8,8,8,,,,,,1
138,1,133,24,4,12.77,19.15,17.02,17.02,14.89,19.15,16.6666666666667,14.2857142857143,19.047619047619,16.6666666666667,19.047619047619,14.2857142857143,6,5,1,32,8,2,9,6,63351,1,3,2,7,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,20,20,20,20,6.67,13.33,18.3663267346531,18.3663267346531,16.3267346530694,16.3267346530694,16.3267346530694,14.2871425714857,8,8,8,8,8,,,,,,0
138,1,134,23,2,6.67,20,20,17.78,20,15.56,14.8936170212766,17.0212765957447,19.1489361702128,17.0212765957447,14.8936170212766,17.0212765957447,7,5,1,32,8,2,9,6,63351,1,3,2,7,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,20,20,20,20,6.67,13.33,18.3663267346531,18.3663267346531,16.3267346530694,16.3267346530694,16.3267346530694,14.2871425714857,8,8,8,8,8,,,,,,0
138,1,135,26,2,18.18,22.73,18.18,13.64,13.64,13.64,30.7692307692308,30.7692307692308,30.7692307692308,,,7.69230769230769,7,6,1,32,8,2,9,6,63351,1,3,2,7,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,20,20,20,20,6.67,13.33,18.3663267346531,18.3663267346531,16.3267346530694,16.3267346530694,16.3267346530694,14.2871425714857,8,8,8,8,8,,,,,,0
138,1,136,,,,,,,,,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,10,,0,32,8,2,9,6,63351,1,3,2,7,7,2,9,8,6,6,1,7,7,9,9,4,9,2,9,6,2,20,20,20,20,6.67,13.33,18.3663267346531,18.3663267346531,16.3267346530694,16.3267346530694,16.3267346530694,14.2871425714857,8,8,8,8,8,,,,,,1
139,1,132,27,2,16.67,16.67,16.67,16.67,16.67,16.67,12.5,17.5,22.5,12.5,22.5,12.5,5,5,1,37,5,4,6,1,,1,6,3,2,7,5,8,10,9,9,6,5,6,10,8,7,10,8,9,7,8,18.75,16.67,18.75,20.83,12.5,12.5,19.6080391960804,19.6080391960804,15.6884311568843,19.6080391960804,11.7588241175882,13.7286271372863,8,8,9,9,6,,,,,,1
139,1,133,24,4,12.77,19.15,17.02,17.02,14.89,19.15,17.1428571428571,14.2857142857143,14.2857142857143,17.1428571428571,17.1428571428571,20,7,7,1,37,5,4,6,1,,1,6,3,2,7,5,8,10,9,9,6,5,6,10,8,7,10,8,9,7,8,18.75,16.67,18.75,20.83,12.5,12.5,19.6080391960804,19.6080391960804,15.6884311568843,19.6080391960804,11.7588241175882,13.7286271372863,8,8,9,9,6,,,,,,1
139,1,134,23,2,6.67,20,20,17.78,20,15.56,17.5,17.5,20,12.5,20,12.5,6,6,1,37,5,4,6,1,,1,6,3,2,7,5,8,10,9,9,6,5,6,10,8,7,10,8,9,7,8,18.75,16.67,18.75,20.83,12.5,12.5,19.6080391960804,19.6080391960804,15.6884311568843,19.6080391960804,11.7588241175882,13.7286271372863,8,8,9,9,6,,,,,,1
139,1,135,26,2,18.18,22.73,18.18,13.64,13.64,13.64,21.2121212121212,24.2424242424242,,24.2424242424242,12.1212121212121,18.1818181818182,6,,1,37,5,4,6,1,,1,6,3,2,7,5,8,10,9,9,6,5,6,10,8,7,10,8,9,7,8,18.75,16.67,18.75,20.83,12.5,12.5,19.6080391960804,19.6080391960804,15.6884311568843,19.6080391960804,11.7588241175882,13.7286271372863,8,8,9,9,6,,,,,,0
139,1,136,,,,,,,,,9.09090909090909,24.2424242424242,24.2424242424242,15.1515151515152,24.2424242424242,3.03030303030303,5,1,1,37,5,4,6,1,,1,6,3,2,7,5,8,10,9,9,6,5,6,10,8,7,10,8,9,7,8,18.75,16.67,18.75,20.83,12.5,12.5,19.6080391960804,19.6080391960804,15.6884311568843,19.6080391960804,11.7588241175882,13.7286271372863,8,8,9,9,6,,,,,,1
140,1,132,27,2,16.67,16.67,16.67,16.67,16.67,16.67,15.3846153846154,17.3076923076923,17.3076923076923,17.3076923076923,17.3076923076923,15.3846153846154,9,7,0,29,8,2,5,5,,1,5,2,7,8,6,8,9,5,5,5,5,7,9,6,7,6,4,5,4,3,18.6018601860186,16.2816281628163,18.6018601860186,18.6018601860186,11.6311631163116,16.2816281628163,15.5568886222755,17.7764447110578,17.7764447110578,15.5568886222755,15.5568886222755,17.7764447110578,7,7,9,8,8,,,,,,1
140,1,133,24,4,12.77,19.15,17.02,17.02,14.89,19.15,17.7777777777778,15.5555555555556,15.5555555555556,17.7777777777778,17.7777777777778,15.5555555555556,7,6,1,29,8,2,5,5,,1,5,2,7,8,6,8,9,5,5,5,5,7,9,6,7,6,4,5,4,3,18.6018601860186,16.2816281628163,18.6018601860186,18.6018601860186,11.6311631163116,16.2816281628163,15.5568886222755,17.7764447110578,17.7764447110578,15.5568886222755,15.5568886222755,17.7764447110578,7,7,9,8,8,,,,,,0
140,1,134,23,2,6.67,20,20,17.78,20,15.56,15.3846153846154,17.3076923076923,17.3076923076923,17.3076923076923,19.2307692307692,13.4615384615385,8,9,1,29,8,2,5,5,,1,5,2,7,8,6,8,9,5,5,5,5,7,9,6,7,6,4,5,4,3,18.6018601860186,16.2816281628163,18.6018601860186,18.6018601860186,11.6311631163116,16.2816281628163,15.5568886222755,17.7764447110578,17.7764447110578,15.5568886222755,15.5568886222755,17.7764447110578,7,7,9,8,8,,,,,,0
140,1,135,26,2,18.18,22.73,18.18,13.64,13.64,13.64,25,25,25,25,,,8,7,1,29,8,2,5,5,,1,5,2,7,8,6,8,9,5,5,5,5,7,9,6,7,6,4,5,4,3,18.6018601860186,16.2816281628163,18.6018601860186,18.6018601860186,11.6311631163116,16.2816281628163,15.5568886222755,17.7764447110578,17.7764447110578,15.5568886222755,15.5568886222755,17.7764447110578,7,7,9,8,8,,,,,,1
140,1,136,,,,,,,,,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,8,1,0,29,8,2,5,5,,1,5,2,7,8,6,8,9,5,5,5,5,7,9,6,7,6,4,5,4,3,18.6018601860186,16.2816281628163,18.6018601860186,18.6018601860186,11.6311631163116,16.2816281628163,15.5568886222755,17.7764447110578,17.7764447110578,15.5568886222755,15.5568886222755,17.7764447110578,7,7,9,8,8,,,,,,0
141,1,132,27,2,16.67,16.67,16.67,16.67,16.67,16.67,11.6279069767442,18.6046511627907,18.6046511627907,18.6046511627907,16.2790697674419,16.2790697674419,7,7,0,28,8,3,4,4,,1,6,2,7,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,20.83,20.83,16.67,16.67,6.25,18.75,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,1
141,1,133,24,4,12.77,19.15,17.02,17.02,14.89,19.15,14.7058823529412,17.6470588235294,14.7058823529412,20.5882352941176,14.7058823529412,17.6470588235294,5,5,1,28,8,3,4,4,,1,6,2,7,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,20.83,20.83,16.67,16.67,6.25,18.75,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,1
141,1,134,23,2,6.67,20,20,17.78,20,15.56,18.75,15.625,18.75,15.625,18.75,12.5,5,2,1,28,8,3,4,4,,1,6,2,7,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,20.83,20.83,16.67,16.67,6.25,18.75,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,1
141,1,135,26,2,18.18,22.73,18.18,13.64,13.64,13.64,30.4347826086956,,,34.7826086956522,34.7826086956522,,6,5,1,28,8,3,4,4,,1,6,2,7,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,20.83,20.83,16.67,16.67,6.25,18.75,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,1
141,1,136,,,,,,,,,13.0434782608696,17.3913043478261,17.3913043478261,17.3913043478261,17.3913043478261,17.3913043478261,8,1,0,28,8,3,4,4,,1,6,2,7,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,20.83,20.83,16.67,16.67,6.25,18.75,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,,,,,,0
142,0,158,23,2,19.05,19.05,19.05,19.05,9.52,14.29,22.2222222222222,17.7777777777778,17.7777777777778,15.5555555555556,15.5555555555556,11.1111111111111,9,5,1,24,13,2,1,4,50745,1,5,2,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,14.2885711428857,14.2885711428857,21.4278572142786,21.4278572142786,19.048095190481,9.51904809519048,19.5680431956804,13.038696130387,17.3882611738826,19.5680431956804,15.2184781521848,15.2184781521848,9,9,9,10,7,,,,,,0
142,0,159,28,2,15.91,20.45,20.45,20.45,11.36,11.36,22.5806451612903,22.5806451612903,22.5806451612903,19.3548387096774,,12.9032258064516,7,5,1,24,13,2,1,4,50745,1,5,2,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,14.2885711428857,14.2885711428857,21.4278572142786,21.4278572142786,19.048095190481,9.51904809519048,19.5680431956804,13.038696130387,17.3882611738826,19.5680431956804,15.2184781521848,15.2184781521848,9,9,9,10,7,,,,,,1
