iid,gender,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,race,imprace,imprelig,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2
27,0,40,0,-0.13,0,25,4,25,20,25,20,10,0,0,9,8,6,8,7,5,5,2,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,2,6,6,6,6,,3,3,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,41,0,-0.04,0,30,4,30,20,10,30,0,10,1,8,8,8,8,8,,8,,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,1,6,4,2,1,,2,1,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,42,0,-0.07,0,23,4,20,25,20,15,10,10,1,8,9,8,9,8,,9,6,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,1,4,6,2,6,1,2,2,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,43,0,-0.16,0,24,2,25,35,30,10,0,0,1,7,6,5,7,3,5,6,2,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,1,6,7,6,4,3,2,3,1,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,44,0,0.44,0,24,2,25,15,25,25,15,15,1,9,7,7,7,6,5,7,6,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,1,3,4,2,2,1,1,4,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,45,0,-0.27,0,28,2,25,15,25,15,0,20,1,8,8,7,8,6,7,8,7,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,3,6,6,4,5,1,1,2,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,46,1,0.29,0,26,2,20,35,20,10,10,5,1,9,8,8,8,7,9,9.5,7,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,1,8,7,6,6,4,4,6,5,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,47,0,-0.28,0,30,2,20,20,25,25,5,5,1,7,5,6,6,4,5,7,6,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,1,4,5,4,4,4,3,5,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,48,0,-0.35,0,22,2,30,15,25,25,5,0,1,8,8,5,6,,7,7,6,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,4,6,4,5,6,7,3,1,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,49,0,0.13,0,25,4,20,20,20,20,5,15,1,8,8,7,7,7,0,7,5,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,4,5,4,5,6,,2,3,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,50,1,-0.23,0,27,1,35,10,20,15,10,10,1,8,,,7,,6,8,7,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,1,6,5,6,7,8,4,4,4,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,51,0,0.2,0,23,2,25,10,35,15,0,15,1,8,4,4,7,5,3,6,2,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,1,2,6,1,6,2,2,3,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,52,0,-0.31,0,21,2,15,20,15,30,5,15,1,8,7,7,6,6,7,7,3,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,1,3,7,1,4,2,1,3,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,53,0,-0.07,0,28,2,40,15,20,10,5,10,1,8,8,8,8,8,7,8,8,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,6,4,8,3,8,2,3,3,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,54,0,-0.06,0,28,2,40,20,20,20,0,0,1,9,9,8,9,8,7,8,5,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,2,4,7,3,6,2,1,2,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
27,0,55,0,-0.16,0,23,1,20,25,25,10,10,10,1,9,8,9,10,9,8,10,7,2,22,3,3,1,5,48441,1,6,2,Speech Language Pathologist,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,4,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,,,,,,0,5,6,6,4,3,4,4,1,2,1,,,,,,,,,,,,,,,,,,20,20,15,15,15,15,,,,,,,6,7,5,7,8,,,,,
28,0,40,0,,0,25,4,25,20,25,20,10,0,0,8,8,7,8,7,3,6,2,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,6,6,5,2,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,41,0,,0,30,4,30,20,10,30,0,10,1,8,8,8,8,8,8,5,,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,6,5,4,5,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,42,0,,0,23,4,20,25,20,15,10,10,1,7,10,9,8,9,,8,6,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,8,5,8,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,43,0,,1,24,2,25,35,30,10,0,0,0,5,6,6,4,7,6,5,2,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,5,4,4,3,3,4.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,44,0,,1,24,2,25,15,25,25,15,15,1,5,5,5,5,6,5,5,5,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,7,4,5,2,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,45,0,,1,28,2,25,15,25,15,0,20,1,7,7,7,6,6,6,8,7,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,5,3,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,46,1,,1,26,2,20,35,20,10,10,5,1,7,7,7,7,7,9,8,7,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,8,8,5,9,7.5,6.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,47,0,,1,30,2,20,20,25,25,5,5,1,5,6,7,5,7,5,7,6,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,6,5,4,3,2,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,48,0,,1,22,2,30,15,25,25,5,0,0,7,8,5,6,3,3,5,2,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,6,4,4,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,49,0,,0,25,4,20,20,20,20,5,15,1,7,8,8,7,6,,7,5,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,7,5.5,5,4,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,50,0,,0,27,1,35,10,20,15,10,10,0,6,8,8,7,8,5,7,7,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,8,9,5,8,6,3,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,51,0,,1,23,2,25,10,35,15,0,15,0,6,7,7,3,2,1,5,9,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4.5,6,4,5.5,6,4.5,4.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,52,0,,1,21,2,15,20,15,30,5,15,0,5,6,7,5,6,5,5,3,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,53,0,,1,28,2,40,15,20,10,5,10,0,7,8,8,7,8,7,7,7,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,7,5,6,7,8,5.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,54,0,,1,28,2,40,20,20,20,0,0,0,7,8,7,7,7,7,7,6,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,6.5,5,5,6,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,55,0,,0,23,1,20,25,25,10,10,10,1,9,9,10,9,9,9,10,7,2,26,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,6,5,6,6,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,40,0,0.11,0,25,4,25,20,25,20,10,0,0,5,6,3,4,3,3,1,,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,0,4,9,4,4,5,,5,4,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,41,0,-0.57,0,30,4,30,20,10,30,0,10,0,8,8,8,8,8,,8,,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,0,4,8,6,3,6,,4,4,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,42,0,0.1,0,23,4,20,25,20,15,10,10,0,3,8,7,5,8,,4,1,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,0,6,8,7,5,5,,6,3,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,43,0,0.31,1,24,2,25,35,30,10,0,0,0,4,4,5,4,6,5,5,2,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,0,5,7,5,3,5,,5,4,,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,44,1,-0.41,1,24,2,25,15,25,25,15,15,1,7,6,7,6,7,5,7,5,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,1,8,6,7,3,7,2,6,4,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,45,1,0.08,1,28,2,25,15,25,15,0,20,1,8,8,6,7,6,6,7,7,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,1,6,8,7,4,7,2,6,4,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,46,0,0.1,1,26,2,20,35,20,10,10,5,0,6,7,6,8,7,7,7,6,,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,1,8,6,6,5,,,7,4,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,47,0,0.04,1,30,2,20,20,25,25,5,5,0,5,6,5,6,7,2,6,5,,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,0,5,6,6,7,6,,6,4,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,48,0,0.11,1,22,2,30,15,25,25,5,0,0,6,8,9,5,9,3,5,7,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,1,8,7,8,8,8,6,8,5,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,49,0,0.2,0,25,4,20,20,20,20,5,15,1,7,8,8,7,6,5,7,5,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,0,7,5,6,8,6,4,5,6,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,50,0,0.54,0,27,1,35,10,20,15,10,10,0,6,,,,,,7,7,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,1,7,7,7,7,7,,7,5,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,51,0,-0.05,1,23,2,25,10,35,15,0,15,0,5,8,5,3,3,3,6,5,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,1,6,7,7,4,6,6,6,5,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,52,0,0.42,1,21,2,15,20,15,30,5,15,0,5,7,6,7,5,5,5,4,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,1,6,8,8,5,7,5,8,7,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,53,0,0.06,1,28,2,40,15,20,10,5,10,0,6,8,8,7,7,6,7,7,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,1,9,8,8,5,7,,8,5,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,54,0,-0.16,1,28,2,40,20,20,20,0,0,0,5,8,7,7,7,5,6,6,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,0,6,7,6,4,6,5,6,4,,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
29,0,55,0,0.52,0,23,1,20,25,25,10,10,10,0,6,8,8,8,9,6,7,8,2,22,11,2,4,5,61152,1,6,1,Social Work Administration,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,4,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,,,,,,1,6,8,7,6,5,3,6,6,2,3,,,,,,,,,,,,,,,,,,35,20,15,20,10,0,,,,,,,7,8,6,7,7,,,,,
30,0,40,0,0.19,0,25,4,25,20,25,20,10,0,0,6,6,8,7,8,4,2,1,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,3,6,6,5,6,5,6,5,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,41,0,-0.44,0,30,4,30,20,10,30,0,10,0,10,10,10,10,10,,7,,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,8,9,8,5,9,5,8,5,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,42,0,0.46,0,23,4,20,25,20,15,10,10,0,4,7,7,6,6,,6,2,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,6,7,8,7,8,7,8,6,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,43,0,0.21,1,24,2,25,35,30,10,0,0,0,3,4,7,3,7,1,3,2,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,4,6,6,5,7,6,6,5,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,44,0,-0.27,1,24,2,25,15,25,25,15,15,1,7,7,7,7,6,7,8,7,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,6,9,7,5,6,3,7,4,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,45,0,-0.41,1,28,2,25,15,25,15,0,20,1,6,6,6,6,6,5,6,6,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,4,5,5,2,6,5,4,3,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,46,0,-0.02,1,26,2,20,35,20,10,10,5,0,6,8,8,9,8,6,7,5,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,8,7,7,7,5,5,7,6,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,47,0,0.09,1,30,2,20,20,25,25,5,5,0,9,5,6,3,6,3,6,6,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,5,5,5,7,7,6,8,6,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,48,0,0.39,1,22,2,30,15,25,25,5,0,0,5,6,5,4,,3,4,4,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,7,7,5,7,5,7,8,7,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,49,1,0.16,0,25,4,20,20,20,20,5,15,1,7,7,7,7,7,,7,6,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,1,8,7,7,7,7,7,9,7,1,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,50,0,0.51,0,27,1,35,10,20,15,10,10,0,6,,,,,,,,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,1,7,7,8,8,7,7,8,4,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,51,0,-0.27,1,23,2,25,10,35,15,0,15,0,3,5,6,2,6,4,4,7,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,5,5,5,2,4,3,4,4,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,52,0,0.11,1,21,2,15,20,15,30,5,15,0,6,7,7,6,6,4,5,4,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,3,7,8,6,7,5,7,7,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,53,0,0.16,1,28,2,40,15,20,10,5,10,0,6,8,8,7,8,6,7,5,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,1,7,7,8,7,9,7,9,6,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
30,0,54,0,0.21,1,28,2,40,20,20,20,0,0,0,6,8,8,7,8,6,6,5,2,23,1,2,2,4,,1,7,2,Lawyer,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,3,5,8,4,7,6,6,5,2,1,,,,,,,,,,,,,,,,,,20,15,15,20,10,20,,,,,,,6,8,8,9,8,,,,,
